"","Date","Mkt.RF","SMB","HML","RMW","CMA","RF"
"812",2013-02-11,-0.35,-0.11,0.18,-0.08,0.16,0
"813",2013-02-12,0.62,-0.05,0.58,-0.57,0.24,0
"814",2013-02-13,0.17,-0.15,-0.05,0.17,-0.13,0
"815",2013-02-14,-0.14,0.19,-0.09,-0.04,-0.12,0
"816",2013-02-15,-0.33,-0.11,-0.39,0.27,0,0
"817",2013-02-18,0.09,0.18,0.35,-0.21,0.08,0
"818",2013-02-19,0.85,-0.03,0.09,0.06,0.1,0
"819",2013-02-20,-0.87,0.09,-0.34,0.23,0.13,0
"820",2013-02-21,-1.18,0.21,-0.35,0.19,0.17,0
"821",2013-02-22,0.74,-0.2,-0.27,0.21,0,0
"822",2013-02-25,-0.66,0.46,-0.12,0.07,-0.07,0
"823",2013-02-26,-0.41,-0.01,-0.37,0.27,0.04,0
"824",2013-02-27,0.97,-0.46,0.15,-0.04,0.05,0
"825",2013-02-28,0.34,0.06,0.12,0,0.1,0
"826",2013-03-01,-0.17,-0.07,-0.39,0.03,0.09,0
"827",2013-03-04,0.19,-0.17,-0.35,0.09,0.28,0
"828",2013-03-05,1.07,-0.21,-0.04,0.17,-0.18,0
"829",2013-03-06,0.03,0.14,0.21,-0.2,0.01,0
"830",2013-03-07,0.36,-0.02,-0.09,-0.01,-0.09,0
"831",2013-03-08,0.29,-0.17,0.2,-0.28,0.18,0
"832",2013-03-11,0.42,-0.12,0.21,-0.16,0.04,0
"833",2013-03-12,-0.14,-0.07,-0.15,0.12,-0.01,0
"834",2013-03-13,-0.23,0.08,-0.06,0.13,0.16,0
"835",2013-03-14,0.78,0.21,0.14,-0.17,0.26,0
"836",2013-03-15,0.25,0.59,0,0.21,-0.04,0
"837",2013-03-18,-0.93,0.23,-0.4,0.42,-0.08,0
"838",2013-03-19,-0.3,0.16,-0.24,0.16,0.27,0
"839",2013-03-20,0.52,-0.3,0.23,-0.21,0.2,0
"840",2013-03-21,-0.36,0.85,-0.09,0.03,0.06,0
"841",2013-03-22,0.33,-0.42,-0.22,0.2,-0.06,0
"842",2013-03-25,-0.36,0.37,-0.33,0.26,0.04,0
"843",2013-03-26,0.39,-0.32,-0.18,0.09,-0.17,0
"844",2013-03-27,-0.15,0.21,-0.04,-0.02,-0.09,0
"845",2013-03-28,0.33,-0.22,-0.3,0.07,0.04,0
"846",2013-03-29,-0.02,-0.14,-0.11,0.05,-0.02,0
"847",2013-04-01,-0.49,-0.72,-0.06,0.14,0.12,0
"848",2013-04-02,0.33,-0.71,-0.15,0.01,0.01,0
"849",2013-04-03,-0.59,0.38,-0.23,0.41,0.12,0
"850",2013-04-04,-0.08,-0.15,0.36,-0.29,0.32,0
"851",2013-04-05,-0.43,0.17,0.32,-0.35,0.27,0
"852",2013-04-08,0.53,-0.1,0.11,-0.08,0.24,0
"853",2013-04-09,0.58,-0.08,0.32,0,-0.12,0
"854",2013-04-10,1.24,-0.4,0.33,-0.34,0.15,0
"855",2013-04-11,0.69,-0.15,-0.06,0.06,0.22,0
"856",2013-04-12,-0.29,0.23,-0.15,0.18,0.17,0
"857",2013-04-15,-1.78,-0.13,-0.21,0.18,0.4,0
"858",2013-04-16,0.63,-0.34,-0.05,0.01,-0.06,0
"859",2013-04-17,-1.44,0.43,-0.3,0.09,0.42,0
"860",2013-04-18,-0.51,0.16,-0.18,0.26,0.05,0
"861",2013-04-19,0.58,-0.19,0.11,-0.31,-0.14,0
"862",2013-04-22,0.58,0.29,0.13,0.1,-0.1,0
"863",2013-04-23,1,-0.31,0.28,-0.21,0.01,0
"864",2013-04-24,0.67,0.29,0.39,-0.06,-0.42,0
"865",2013-04-25,0.66,0.21,-0.05,-0.14,-0.13,0
"866",2013-04-26,-0.16,-0.04,-0.08,0.19,-0.01,0
"867",2013-04-29,0.86,-0.21,0.07,0.07,-0.16,0
"868",2013-04-30,0.45,0.38,0,-0.05,-0.25,0
"869",2013-05-01,-0.58,-0.2,-0.06,0.31,-0.03,0
"870",2013-05-02,0.18,-0.01,-0.05,-0.2,-0.2,0
"871",2013-05-03,0.88,-0.27,0.12,0.02,-0.3,0
"872",2013-05-06,0.04,0.04,0.27,-0.22,-0.1,0
"873",2013-05-07,0.73,0.36,0.45,-0.28,0.22,0
"874",2013-05-08,0.78,-0.04,-0.02,-0.03,-0.04,0
"875",2013-05-09,-0.72,-0.09,-0.06,0.24,-0.21,0
"876",2013-05-10,0.37,-0.12,-0.21,-0.21,0.01,0
"877",2013-05-13,0.02,-0.02,-0.18,-0.21,-0.03,0
"878",2013-05-14,0.44,-0.15,-0.23,0.11,-0.07,0
"879",2013-05-15,0.5,-0.79,0.3,-0.15,0.32,0
"880",2013-05-16,-0.38,-0.13,0.02,0,0.03,0
"881",2013-05-17,0.43,0.03,0.36,0.03,-0.05,0
"882",2013-05-20,0.56,0.39,0.33,0.15,-0.13,0
"883",2013-05-21,0.1,-0.34,0.22,0.16,0.04,0
"884",2013-05-22,-0.59,-0.4,0.05,-0.03,0.18,0
"885",2013-05-23,-1.22,-0.41,-0.29,0.21,0.15,0
"886",2013-05-24,-0.07,0.46,-0.14,-0.03,-0.09,0
"887",2013-05-27,-0.21,-0.26,-0.02,-0.07,-0.13,0
"888",2013-05-28,0.53,-0.15,0.04,-0.18,-0.05,0
"889",2013-05-29,-0.35,0.88,0.26,-0.09,-0.13,0
"890",2013-05-30,0.19,-0.34,-0.01,-0.18,-0.21,0
"891",2013-05-31,-1.05,0.99,-0.19,0.04,-0.18,0
"892",2013-06-03,0.02,-0.06,-0.09,0.3,-0.13,0
"893",2013-06-04,-0.04,-0.18,0.29,-0.16,0.17,0
"894",2013-06-05,-1.39,0.61,-0.27,0.21,-0.05,0
"895",2013-06-06,0.46,-0.47,0.05,-0.14,0.32,0
"896",2013-06-07,0.61,-1.17,0.14,-0.13,0.01,0
"897",2013-06-10,0.5,0.82,-0.18,-0.04,-0.15,0
"898",2013-06-11,-0.65,0.48,-0.48,0.24,-0.08,0
"899",2013-06-12,-0.5,0.27,-0.4,0.36,-0.09,0
"900",2013-06-13,0.38,-0.54,0.24,-0.11,0.25,0
"901",2013-06-14,0.03,0.31,-0.09,0.16,0.07,0
"902",2013-06-17,0.95,0.03,0.28,-0.1,-0.13,0
"903",2013-06-18,0.41,-0.22,0.07,-0.08,0.06,0
"904",2013-06-19,-1.01,0.26,0.11,-0.01,-0.16,0
"905",2013-06-20,-2.73,0.61,-0.07,0.11,0.03,0
"906",2013-06-21,-0.47,0.04,-0.28,-0.11,0.09,0
"907",2013-06-24,-1.37,0.15,-0.25,0.15,0.08,0
"908",2013-06-25,0.72,-0.57,0.41,-0.22,0.07,0
"909",2013-06-26,0.7,-1.12,0.15,0.19,0.29,0
"910",2013-06-27,0.99,0.36,0.14,-0.14,0.17,0
"911",2013-06-28,-0.09,0.66,0.16,-0.13,-0.26,0
"912",2013-07-01,0.83,0.2,-0.33,-0.14,-0.12,0
"913",2013-07-02,-0.16,0.17,-0.18,0.14,-0.11,0
"914",2013-07-03,-0.08,0.33,-0.18,-0.07,-0.01,0
"915",2013-07-04,0.44,-0.19,0.06,-0.08,0,0
"916",2013-07-05,0.06,0.16,0.15,-0.22,0.26,0
"917",2013-07-08,0.61,-0.33,-0.07,0.22,0.04,0
"918",2013-07-09,0.7,-0.08,0.22,0.05,-0.01,0
"919",2013-07-10,0.59,0.15,0.02,0.06,-0.18,0
"920",2013-07-11,1.46,-0.07,-0.35,-0.02,-0.26,0
"921",2013-07-12,0.01,0.04,0.02,-0.25,-0.04,0
"922",2013-07-15,0.18,0.03,0.16,-0.03,0.13,0
"923",2013-07-16,0.08,0.4,0.13,0.05,0.09,0
"924",2013-07-17,0.18,-0.17,0.04,-0.1,-0.03,0
"925",2013-07-18,0.48,-0.21,0.54,-0.28,0.22,0
"926",2013-07-19,0.06,-0.25,0.14,-0.33,0.11,0
"927",2013-07-22,0.49,0.36,0.31,-0.19,-0.04,0
"928",2013-07-23,0.12,0.22,0.38,-0.14,0.06,0
"929",2013-07-24,-0.24,-0.34,-0.01,0.22,0.03,0
"930",2013-07-25,0.27,0.26,-0.11,-0.17,-0.1,0
"931",2013-07-26,-0.27,-0.15,-0.21,0.18,-0.08,0
"932",2013-07-29,-0.54,-0.45,-0.36,0.27,-0.2,0
"933",2013-07-30,0.19,0.19,-0.17,0.15,-0.07,0
"934",2013-07-31,0.02,-0.15,0.1,0.02,-0.08,0
"935",2013-08-01,0.92,-0.57,0.28,-0.45,0.04,0
"936",2013-08-02,0.72,0.12,-0.11,-0.16,-0.07,0
"937",2013-08-05,0,0.56,-0.36,0.2,-0.09,0
"938",2013-08-06,-0.3,0.1,-0.13,0.25,-0.07,0
"939",2013-08-07,-0.47,0.01,0.26,0.04,0.13,0
"940",2013-08-08,0.48,-0.16,0.26,-0.16,0.15,0
"941",2013-08-09,0.06,0.16,0.1,-0.06,-0.08,0
"942",2013-08-12,-0.15,0.1,0.15,-0.11,-0.1,0
"943",2013-08-13,0.29,-0.17,-0.12,0.09,-0.12,0
"944",2013-08-14,-0.01,0.35,0.11,-0.12,-0.12,0
"945",2013-08-15,-0.83,0.24,0.3,0.06,-0.1,0
"946",2013-08-16,-0.18,0.02,0.07,-0.1,-0.09,0
"947",2013-08-19,-0.44,0.34,-0.66,0.53,-0.27,0
"948",2013-08-20,-0.11,0.17,-0.14,-0.03,0.08,0
"949",2013-08-21,-0.74,0.1,-0.3,0.13,-0.15,0
"950",2013-08-22,0.63,-0.24,0.33,-0.26,0.08,0
"951",2013-08-23,0.62,-0.06,0.17,-0.04,0,0
"952",2013-08-26,-0.17,0.28,-0.4,0.1,-0.24,0
"953",2013-08-27,-1.33,0.31,-0.14,0.55,-0.04,0
"954",2013-08-28,-0.38,-0.38,0.24,-0.06,0.18,0
"955",2013-08-29,0.15,0.08,-0.25,-0.12,-0.12,0
"956",2013-08-30,-0.57,-0.22,-0.3,0.27,-0.15,0
"957",2013-09-02,0.53,-0.21,-0.09,0.08,-0.02,0
"958",2013-09-03,0.44,0.25,0.02,-0.3,-0.12,0
"959",2013-09-04,0.61,0.07,-0.19,-0.03,0.01,0
"960",2013-09-05,0.1,-0.16,0.26,-0.21,0.04,0
"961",2013-09-06,0.35,0.09,0.17,-0.08,-0.08,0
"962",2013-09-09,1,0.38,0,-0.17,0.12,0
"963",2013-09-10,0.95,-0.15,0.21,-0.26,0.21,0
"964",2013-09-11,0.41,-0.02,0.1,-0.02,0.15,0
"965",2013-09-12,-0.26,-0.03,-0.07,0.08,-0.01,0
"966",2013-09-13,0.18,0.21,-0.13,0.09,0.08,0
"967",2013-09-16,0.69,-0.26,0.07,0.03,0.16,0
"968",2013-09-17,0.22,0.26,-0.11,-0.15,-0.05,0
"969",2013-09-18,1.43,-0.05,-0.19,-0.06,-0.16,0
"970",2013-09-19,0.16,-0.02,-0.2,0.08,-0.3,0
"971",2013-09-20,-0.45,0.26,-0.05,0.04,-0.08,0
"972",2013-09-23,-0.36,0.37,-0.12,0.29,-0.07,0
"973",2013-09-24,-0.06,0.26,0.2,-0.09,0.11,0
"974",2013-09-25,-0.01,-0.03,0.36,-0.3,0.05,0
"975",2013-09-26,0.26,0.07,-0.41,0.14,-0.14,0
"976",2013-09-27,-0.1,0.33,-0.12,0.14,-0.17,0
"977",2013-09-30,-0.7,0.35,-0.21,0.16,-0.04,0
"978",2013-10-01,0.71,-0.12,0.11,-0.15,0.08,0
"979",2013-10-02,-0.18,-0.03,0.16,-0.07,-0.03,0
"980",2013-10-03,-0.45,0.02,0.09,0.11,0.1,0
"981",2013-10-04,0.14,-0.29,0.52,-0.08,0.12,0
"982",2013-10-07,-0.55,-0.22,0.32,0.07,0.13,0
"983",2013-10-08,-0.92,0.24,0.41,0.25,0.37,0
"984",2013-10-09,-0.15,0.01,0.56,-0.01,0.23,0
"985",2013-10-10,1.6,-0.54,-0.02,-0.23,-0.05,0
"986",2013-10-11,0.73,0.25,0.02,-0.12,0.06,0
"987",2013-10-14,0.29,-0.04,0.08,-0.01,0.02,0
"988",2013-10-15,-0.09,0.09,0.06,0.22,-0.13,0
"989",2013-10-16,0.67,-0.52,0.04,-0.29,0.18,0
"990",2013-10-17,1.04,0.2,0.02,-0.23,-0.03,0
"991",2013-10-18,0.76,0.02,-0.21,-0.01,-0.33,0
"992",2013-10-21,0.19,0.23,-0.2,0.13,-0.03,0
"993",2013-10-22,0.63,-0.1,0.05,0.23,0.01,0
"994",2013-10-23,-0.62,0.15,-0.38,0.34,0.01,0
"995",2013-10-24,0.47,0.16,0.02,-0.03,-0.15,0
"996",2013-10-25,-0.11,-0.24,-0.2,0.18,0.06,0
"997",2013-10-28,0.08,-0.11,-0.04,0.19,0.06,0
"998",2013-10-29,0.13,-0.34,0.15,-0.03,0.28,0
"999",2013-10-30,-0.21,-0.28,0.39,0.01,0,0
"1000",2013-10-31,-0.48,0.05,-0.06,0.1,0.06,0
"1001",2013-11-01,-0.31,-0.36,-0.02,0.01,0.19,0
"1002",2013-11-04,0.42,0.14,0,0.13,-0.09,0
"1003",2013-11-05,-0.26,0.27,-0.35,0.16,-0.09,0
"1004",2013-11-06,0.51,-0.32,0.4,0.04,0.28,0
"1005",2013-11-07,-1.03,0.26,-0.09,0.22,0.11,0
"1006",2013-11-08,0.34,-0.29,0.11,-0.42,0.2,0
"1007",2013-11-11,0.34,-0.16,0.12,-0.14,0.01,0
"1008",2013-11-12,-0.18,0.17,-0.22,0.13,0.07,0
"1009",2013-11-13,0.43,-0.04,-0.05,0.07,-0.14,0
"1010",2013-11-14,0.43,-0.34,0.09,0.04,-0.06,0
"1011",2013-11-15,0.59,-0.01,-0.18,0.02,-0.07,0
"1012",2013-11-18,0.01,-0.15,0.23,0.06,0.12,0
"1013",2013-11-19,-0.34,0.04,-0.08,0.18,-0.01,0
"1014",2013-11-20,-0.45,0.13,0.03,-0.05,-0.04,0
"1015",2013-11-21,0.46,-0.03,0.11,-0.2,-0.04,0
"1016",2013-11-22,0.45,-0.12,0.04,-0.07,0.06,0
"1017",2013-11-25,0,0.07,-0.03,0.07,0.13,0
"1018",2013-11-26,0.05,0.54,-0.23,0,-0.18,0
"1019",2013-11-27,0.11,-0.19,0.03,-0.13,0.06,0
"1020",2013-11-28,0.29,-0.04,-0.01,-0.1,0.09,0
"1021",2013-11-29,-0.06,0.25,-0.16,0.16,-0.08,0
"1022",2013-12-02,-0.38,-0.23,0.01,0.07,0.07,0
"1023",2013-12-03,-0.48,0.22,-0.13,0.17,-0.11,0
"1024",2013-12-04,-0.41,-0.01,0.03,-0.08,-0.14,0
"1025",2013-12-05,-0.33,0.41,-0.5,0.15,-0.25,0
"1026",2013-12-06,0.72,-0.52,0.13,-0.05,0.3,0
"1027",2013-12-09,0.36,-0.1,0.02,0.05,-0.08,0
"1028",2013-12-10,-0.23,0.17,0.1,-0.01,-0.11,0
"1029",2013-12-11,-0.83,0.11,0.05,0.16,-0.03,0
"1030",2013-12-12,-0.7,0.01,0.24,-0.12,0.05,0
"1031",2013-12-13,0.03,0.16,-0.04,-0.11,0.01,0
"1032",2013-12-16,0.58,-0.34,0.18,0,-0.02,0
"1033",2013-12-17,-0.17,0.39,-0.08,0.02,-0.19,0
"1034",2013-12-18,0.85,-0.78,0,-0.16,0.27,0
"1035",2013-12-19,0.46,-0.41,0.09,-0.01,0.13,0
"1036",2013-12-20,0.53,0.28,-0.12,-0.12,-0.17,0
"1037",2013-12-23,0.64,0,-0.07,-0.09,-0.1,0
"1038",2013-12-24,0.18,-0.1,0.06,-0.02,0.09,0
"1039",2013-12-25,0,0.08,-0.09,0.07,-0.01,0
"1040",2013-12-26,0.38,0.1,-0.11,0.06,0.04,0
"1041",2013-12-27,0.48,0.04,0.23,-0.02,0.12,0
"1042",2013-12-30,0.27,0.41,-0.23,0.04,0,0
"1043",2013-12-31,0.25,-0.13,0.04,-0.03,-0.12,0
"1044",2014-01-01,0,-0.01,0.01,-0.01,-0.01,0
"1045",2014-01-02,-0.79,0.47,-0.07,-0.13,-0.07,0
"1046",2014-01-03,-0.02,0.31,-0.07,-0.04,0.19,0
"1047",2014-01-06,-0.17,0.26,0.35,-0.12,0.07,0
"1048",2014-01-07,0.39,-0.2,0.23,-0.18,0.06,0
"1049",2014-01-08,0.15,0.06,0.1,-0.46,0.02,0
"1050",2014-01-09,-0.07,0.21,-0.17,-0.24,-0.01,0
"1051",2014-01-10,0.56,0.47,-0.43,0.08,-0.17,0
"1052",2014-01-13,-0.46,0.4,0.27,-0.28,0.14,0
"1053",2014-01-14,0.18,-0.46,-0.22,0.07,-0.15,0
"1054",2014-01-15,0.6,0.05,0.41,-0.41,0.24,0
"1055",2014-01-16,-0.01,0.2,-0.31,0.03,-0.22,0
"1056",2014-01-17,-0.18,0.29,0.15,-0.2,-0.03,0
"1057",2014-01-20,0.05,0.19,-0.16,0.26,-0.16,0
"1058",2014-01-21,0.19,0.2,-0.27,-0.24,-0.46,0
"1059",2014-01-22,-0.01,-0.03,-0.09,0.26,0.13,0
"1060",2014-01-23,-0.46,0.19,-0.02,-0.04,-0.01,0
"1061",2014-01-24,-2.01,0.37,0.08,0.22,0.04,0
"1062",2014-01-27,-1,-0.68,-0.11,0.34,0.18,0
"1063",2014-01-28,0.52,0.06,0.24,-0.48,0.06,0
"1064",2014-01-29,-0.38,0.7,0.26,0.03,0.06,0
"1065",2014-01-30,0.15,-0.45,-0.26,-0.2,-0.09,0
"1066",2014-01-31,-0.53,0.22,-0.08,0.18,-0.1,0
"1067",2014-02-03,-1.7,-0.02,0.14,0.26,-0.12,0
"1068",2014-02-04,-0.22,-0.92,-0.19,-0.08,0.12,0
"1069",2014-02-05,0.15,-0.08,0.43,-0.15,0.07,0
"1070",2014-02-06,1.28,-0.34,0.18,0.1,0.02,0
"1071",2014-02-07,1.25,-0.14,-0.1,-0.19,-0.28,0
"1072",2014-02-10,0.3,0.22,-0.51,0.08,-0.19,0
"1073",2014-02-11,0.96,-0.36,0.13,-0.01,0.01,0
"1074",2014-02-12,0.38,0.14,0.11,0.02,-0.01,0
"1075",2014-02-13,0.38,0.06,-0.04,-0.07,-0.1,0
"1076",2014-02-14,0.41,-0.15,0.19,0.2,0.07,0
"1077",2014-02-17,0.21,0.16,0.14,-0.13,0.06,0
"1078",2014-02-18,0.47,0.3,-0.05,-0.19,-0.11,0
"1079",2014-02-19,-0.42,-0.16,-0.19,0.37,-0.02,0
"1080",2014-02-20,0.14,-0.06,-0.15,0.15,0.02,0
"1081",2014-02-21,0.3,0.34,0.07,-0.1,0.14,0
"1082",2014-02-24,0.6,-0.04,-0.07,0.04,-0.09,0
"1083",2014-02-25,0.09,0.17,-0.25,0.07,0.14,0
"1084",2014-02-26,-0.23,0.15,-0.12,0,0.14,0
"1085",2014-02-27,0.26,-0.07,0,-0.17,0.07,0
"1086",2014-02-28,0.38,-0.14,0.45,0.2,0.18,0
"1087",2014-03-03,-1.3,0.08,-0.02,0.03,-0.04,0
"1088",2014-03-04,1.46,0.1,-0.04,-0.18,0.08,0
"1089",2014-03-05,0.16,0.21,0.21,-0.29,0.05,0
"1090",2014-03-06,0.54,-0.06,0.44,-0.02,0.21,0
"1091",2014-03-07,-0.24,0.29,0.08,0.11,0.13,0
"1092",2014-03-10,-0.3,0.07,0.02,0.12,-0.03,0
"1093",2014-03-11,-0.27,-0.04,-0.12,0.3,-0.06,0
"1094",2014-03-12,-0.37,-0.08,0.04,-0.02,-0.12,0
"1095",2014-03-13,-0.91,0.51,0.2,0.05,0.01,0
"1096",2014-03-14,-0.56,0,-0.17,0.15,-0.01,0
"1097",2014-03-17,0.76,-0.54,0.12,0.02,0.17,0
"1098",2014-03-18,0.77,0.38,-0.09,-0.07,-0.06,0
"1099",2014-03-19,-0.7,-0.03,0.1,-0.06,0.02,0
"1100",2014-03-20,-0.07,-0.54,0.39,-0.11,0.17,0
"1101",2014-03-21,-0.07,-0.1,0.43,0.2,0.09,0
"1102",2014-03-24,-0.34,0.16,0.34,0.28,0.13,0
"1103",2014-03-25,0.5,-0.49,0.2,0.08,0.11,0
"1104",2014-03-26,-0.16,-0.32,0.2,0.39,0.21,0
"1105",2014-03-27,0.01,0.12,0.05,0.07,-0.1,0
"1106",2014-03-28,0.51,-0.12,0.4,0.23,0.15,0
"1107",2014-03-31,0.77,0.34,0.02,-0.18,0.2,0
"1108",2014-04-01,0.68,0,0.01,-0.28,-0.12,0
"1109",2014-04-02,0.22,-0.01,0.07,-0.05,-0.07,0
"1110",2014-04-03,-0.17,-0.3,0.44,0.12,0.23,0
"1111",2014-04-04,-0.52,-0.02,0.52,0.24,0.25,0
"1112",2014-04-07,-1.06,0.05,0.08,0.13,0.11,0
"1113",2014-04-08,0.25,-0.14,-0.11,0.05,-0.17,0
"1114",2014-04-09,0.77,-0.21,-0.54,0.18,-0.33,0
"1115",2014-04-10,-1.19,0.32,0.36,0.47,0.25,0
"1116",2014-04-11,-1.11,-0.22,0.32,0.08,0.04,0
"1117",2014-04-14,0.21,-0.85,0.03,0.2,-0.24,0
"1118",2014-04-15,0.04,-0.28,-0.02,0.09,-0.03,0
"1119",2014-04-16,1.19,-0.02,-0.03,-0.01,0,0
"1120",2014-04-17,0.29,0.19,0.19,-0.05,0.06,0
"1121",2014-04-18,0.04,0.07,-0.03,0.02,-0.03,0
"1122",2014-04-21,0.14,-0.04,-0.27,0.07,-0.04,0
"1123",2014-04-22,0.65,-0.03,-0.23,-0.2,-0.01,0
"1124",2014-04-23,-0.17,0.05,0.26,0.09,0.12,0
"1125",2014-04-24,0.12,-0.11,0.03,0.1,-0.21,0
"1126",2014-04-25,-0.67,0.02,0.19,0.34,0.29,0
"1127",2014-04-28,0.01,-0.64,-0.14,0.56,0.04,0
"1128",2014-04-29,0.51,-0.38,0.14,-0.32,-0.09,0
"1129",2014-04-30,0.38,0.01,-0.1,0.1,-0.04,0
"1130",2014-05-01,0.19,0.07,-0.02,-0.29,-0.15,0
"1131",2014-05-02,0.02,0.25,0.04,0.11,0.12,0
"1132",2014-05-05,0.01,-0.17,-0.21,0.16,-0.15,0
"1133",2014-05-06,-0.35,0.24,0.02,0.39,0,0
"1134",2014-05-07,-0.12,-0.83,0.34,0.15,0.35,0
"1135",2014-05-08,0.1,-0.4,0.39,-0.1,0.28,0
"1136",2014-05-09,-0.14,0.04,-0.3,0.07,0.03,0
"1137",2014-05-12,0.74,0,-0.16,-0.3,-0.13,0
"1138",2014-05-13,0.09,-0.35,-0.04,0.08,-0.04,0
"1139",2014-05-14,-0.16,-0.21,-0.13,0.26,-0.23,0
"1140",2014-05-15,-0.75,0.12,-0.35,0.28,-0.21,0
"1141",2014-05-16,0,-0.45,-0.18,0.04,-0.05,0
"1142",2014-05-19,0.15,-0.13,0.09,-0.27,0.02,0
"1143",2014-05-20,-0.38,-0.04,0.13,0.04,-0.08,0
"1144",2014-05-21,0.56,-0.28,0.06,0.18,-0.01,0
"1145",2014-05-22,0.35,0.39,-0.22,-0.18,-0.07,0
"1146",2014-05-23,0.36,0.24,0.16,-0.31,0.05,0
"1147",2014-05-26,0.38,0.31,0.09,-0.01,0,0
"1148",2014-05-27,0.35,0.2,-0.21,-0.18,-0.08,0
"1149",2014-05-28,-0.12,0.14,0.18,0.02,0.06,0
"1150",2014-05-29,0.39,-0.05,-0.21,0.15,-0.13,0
"1151",2014-05-30,0.09,-0.11,0.06,0.14,0.02,0
"1152",2014-06-02,0.12,-0.11,0.19,-0.02,0.13,0
"1153",2014-06-03,-0.04,-0.05,0.15,0.06,-0.19,0
"1154",2014-06-04,0.09,0.09,-0.17,-0.03,-0.08,0
"1155",2014-06-05,0.68,0.37,0.17,-0.28,0,0
"1156",2014-06-06,0.45,0.22,0.25,-0.13,0.04,0
"1157",2014-06-09,0.13,0.38,-0.01,-0.24,-0.01,0
"1158",2014-06-10,-0.05,-0.13,-0.06,-0.09,0.02,0
"1159",2014-06-11,-0.24,0.18,-0.16,0.01,-0.18,0
"1160",2014-06-12,-0.19,0.3,0.04,0.05,-0.07,0
"1161",2014-06-13,0.03,-0.07,0.08,-0.02,-0.12,0
"1162",2014-06-16,-0.02,0.06,-0.4,0.08,-0.15,0
"1163",2014-06-17,0.11,0.07,0.16,-0.38,0.08,0
"1164",2014-06-18,0.64,0.02,0.02,0.03,0.02,0
"1165",2014-06-19,0.42,-0.06,0.06,0.11,-0.04,0
"1166",2014-06-20,0.02,0.05,-0.13,0.03,-0.03,0
"1167",2014-06-23,-0.12,0.07,0.02,0.04,-0.05,0
"1168",2014-06-24,-0.48,-0.03,-0.17,0.14,-0.06,0
"1169",2014-06-25,-0.01,0.03,0.08,-0.12,0,0
"1170",2014-06-26,0.06,0.18,-0.12,0.22,-0.18,0
"1171",2014-06-27,0.18,-0.03,-0.11,0.05,-0.12,0
"1172",2014-06-30,0.21,0.49,-0.09,-0.03,-0.14,0
"1173",2014-07-01,0.68,-0.02,-0.13,-0.14,0.03,0
"1174",2014-07-02,0.09,-0.2,0,0.01,0.05,0
"1175",2014-07-03,0.44,-0.12,-0.08,-0.11,0.16,0
"1176",2014-07-04,-0.02,0.25,-0.08,0.17,-0.12,0
"1177",2014-07-07,-0.6,-0.21,0.23,0.32,0.15,0
"1178",2014-07-08,-0.81,0.16,0.37,0.47,0.25,0
"1179",2014-07-09,0.18,-0.4,0.15,-0.06,-0.05,0
"1180",2014-07-10,-0.72,-0.19,-0.08,0.14,-0.11,0
"1181",2014-07-11,0.07,-0.17,-0.26,0.02,-0.01,0
"1182",2014-07-14,0.57,-0.21,-0.08,0.03,-0.02,0
"1183",2014-07-15,-0.39,-0.19,0.25,0.17,0.06,0
"1184",2014-07-16,0.5,-0.53,0.46,-0.04,0.24,0
"1185",2014-07-17,-0.82,0.36,0.09,0.22,0.13,0
"1186",2014-07-18,0.46,-0.22,-0.17,-0.08,-0.2,0
"1187",2014-07-21,-0.26,0.02,0,-0.1,-0.16,0
"1188",2014-07-22,0.59,-0.03,-0.03,0.04,-0.05,0
"1189",2014-07-23,0.22,0.16,-0.43,-0.06,-0.05,0
"1190",2014-07-24,0.1,-0.31,0.11,-0.29,0.12,0
"1191",2014-07-25,-0.46,0.21,0.27,-0.12,0.13,0
"1192",2014-07-28,-0.05,-0.14,0.15,0.06,-0.03,0
"1193",2014-07-29,-0.17,0.26,-0.33,-0.06,-0.06,0
"1194",2014-07-30,-0.16,-0.04,-0.34,-0.4,-0.23,0
"1195",2014-07-31,-1.47,0.38,0.19,0.22,0.05,0
"1196",2014-08-01,-0.57,-0.13,0.01,0.05,0.07,0
"1197",2014-08-04,0.28,-0.11,0.1,-0.02,-0.09,0
"1198",2014-08-05,-0.67,0.27,-0.4,0.19,-0.21,0
"1199",2014-08-06,-0.25,0.08,-0.02,-0.05,0.05,0
"1200",2014-08-07,-0.56,0.23,0,0.01,0.02,0
"1201",2014-08-08,0.23,-0.51,-0.04,-0.09,0.15,0
"1202",2014-08-11,0.78,0.42,-0.14,0.07,-0.15,0
"1203",2014-08-12,-0.11,-0.07,0.02,0.08,-0.07,0
"1204",2014-08-13,0.5,-0.25,-0.01,-0.17,0,0
"1205",2014-08-14,0.42,-0.11,-0.2,0.04,-0.04,0
"1206",2014-08-15,0.02,0.2,-0.07,0.19,-0.16,0
"1207",2014-08-18,0.71,-0.05,-0.24,-0.02,0.02,0
"1208",2014-08-19,0.4,-0.17,-0.1,0.17,-0.03,0
"1209",2014-08-20,-0.09,-0.37,0.1,0.05,0.06,0
"1210",2014-08-21,0.45,-0.08,0.4,-0.16,0.2,0
"1211",2014-08-22,-0.23,0.2,-0.27,-0.01,-0.23,0
"1212",2014-08-25,0.46,-0.28,-0.11,-0.08,0.07,0
"1213",2014-08-26,0.22,0.11,0.01,-0.3,0.03,0
